Test Name,Category,Real Vulnerability,Severity,Impacts,Security Standards
BenchmarkTest00521.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00522.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00522.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00524.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00525.java,javasecurity:S6549,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest00529.java,javasecurity:S2083,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest00530.java,javasecurity:S2078,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:90, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.7, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest00541.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00542.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00543.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00547.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00549.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00551.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00552.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00553.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00554.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00555.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00556.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00557.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest00567.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest00571.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest00572.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest00573.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest00574.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest00575.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest00576.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest00590.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00591.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00593.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00594.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00595.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00596.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00597.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00598.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00600.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00601.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00603.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00604.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00605.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00606.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest00607.java,javasecurity:S2091,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:643, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.10, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222608, stig-ASD_V5R3:V-222609"
BenchmarkTest00608.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00608.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00609.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00609.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00610.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00610.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00611.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00611.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00614.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00614.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00615.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00615.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00616.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00616.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00617.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00617.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest00618.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest00619.java,javasecurity:S6549,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest00622.java,javasecurity:S6549,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest00624.java,javasecurity:S2083,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
